1.JPG,SE,0
2.JPG,SE,0
3.JPG,SE,0
4.JPG,SE,0
5.JPG,SE,0
6.JPG,NS,1
7.JPG,SE,0
8.JPG,NP,0
9.JPG,SE,0
10.JPG,SE,0
11.JPG,SE,0
12.JPG,SA,1
13.JPG,NP,0
14.JPG,SE,0
15.JPG,NP,0
16.JPG,SA,0
17.JPG,SA,0
18.JPG,NP,0
19.JPG,SA,0
20.JPG,SE,0
21.JPG,NP,0
22.JPG,NS,0
23.JPG,SA,0
24.JPG,SA,0
25.JPG,SA,0
26.JPG,NP,0
27.JPG,SA,0
28.JPG,NP,0
29.JPG,SE,0
30.JPG,SA,0
31.JPG,NP,0
32.JPG,SE,0
33.JPG,NP,0
34.JPG,SE,0
35.JPG,SA,0
36.JPG,NS,0
37.JPG,SE,0
38.JPG,SE,0
39.JPG,SA,0
40.JPG,NS,0
41.JPG,SE,0
42.JPG,SE,0
43.JPG,SE,0
44.JPG,NP,0
45.JPG,NP,1
46.JPG,NS,0
47.JPG,SE,0
48.JPG,SA,0
49.JPG,SE,0
50.JPG,NP,0
51.JPG,SE,0
52.JPG,NS,0
53.JPG,SA,0
54.JPG,SE,0
55.JPG,SA,0
56.JPG,NP,0
57.JPG,NP,0
58.JPG,SA,0
59.JPG,SA,0
60.JPG,NS,1
61.JPG,SE,1
62.JPG,SE,0
63.JPG,SE,0
64.JPG,SE,0
65.JPG,SE,0
66.JPG,NP,0
67.JPG,SA,0
68.JPG,SA,0
69.JPG,SE,0
70.JPG,NP,0
71.JPG,SA,0
72.JPG,SE,1
73.JPG,SE,0
74.JPG,SE,0
75.JPG,NP,0
76.JPG,NP,0
77.JPG,SE,0
78.JPG,NP,0
79.JPG,SE,0
80.JPG,NP,0
81.JPG,SE,0
82.JPG,NP,0
83.JPG,SE,0
84.JPG,SA,0
85.JPG,NP,0
86.JPG,NS,0
87.JPG,NP,0
88.JPG,SE,0
89.JPG,NP,0
90.JPG,SE,0
91.JPG,NP,0
92.JPG,SA,0
93.JPG,SA,0
94.JPG,NP,0
95.JPG,NS,0
96.JPG,NP,0
97.JPG,SA,0
98.JPG,NP,0
99.JPG,NP,0
100.JPG,NP,0
101.JPG,NP,0
102.JPG,SE,0
103.JPG,NS,1
104.JPG,NP,0
105.JPG,NP,0
106.JPG,NP,0
107.JPG,SE,0
108.JPG,NS,0
109.JPG,NP,0
110.JPG,NP,0
111.JPG,SE,0
112.JPG,SA,0
113.JPG,SE,0
114.JPG,SE,0
115.JPG,NP,0
116.JPG,SA,0
117.JPG,SA,0
118.JPG,NP,0
119.JPG,SE,0
120.JPG,SA,0
121.JPG,NP,0
122.JPG,SA,0
123.JPG,NS,0
124.JPG,NP,0
125.JPG,NP,0
126.JPG,SE,0
127.JPG,NP,0
128.JPG,NP,0
129.JPG,NS,1
130.JPG,SE,0
131.JPG,NS,0
132.JPG,NP,0
133.JPG,SE,0
134.JPG,SA,0
135.JPG,SE,0
136.JPG,SA,0
137.JPG,NS,1
138.JPG,SA,0
139.JPG,SE,1
140.JPG,NP,0
141.JPG,NP,0
142.JPG,NP,0
143.JPG,SE,0
144.JPG,SA,0
145.JPG,SE,0
146.JPG,SE,0
147.JPG,SA,0
148.JPG,SE,0
149.JPG,NS,0
150.JPG,SA,0
151.JPG,NP,0
152.JPG,SA,0
153.JPG,SE,0
154.JPG,SE,0
155.JPG,SA,0
156.JPG,NP,0
157.JPG,NP,0
158.JPG,NP,0
159.JPG,NP,0
160.JPG,SA,0
161.JPG,SE,0
162.JPG,NP,0
163.JPG,SE,0
164.JPG,SA,0
165.JPG,NP,0
166.JPG,NP,0
167.JPG,NP,0
168.JPG,NP,1
169.JPG,SA,0
170.JPG,SE,0
171.JPG,SA,0
172.JPG,SA,0
173.JPG,NP,0
174.JPG,SA,0
175.JPG,SE,0
176.JPG,NP,0
177.JPG,NP,0
178.JPG,NP,0
179.JPG,SA,1
180.JPG,SE,0
181.JPG,NP,0
182.JPG,SA,0
183.JPG,SE,0
184.JPG,SE,0
185.JPG,NP,0
186.JPG,SA,0
187.JPG,SA,1
188.JPG,SE,0
189.JPG,SA,0
190.JPG,SE,0
191.JPG,SA,0
192.JPG,NP,0
193.JPG,SE,0
194.JPG,SA,0
195.JPG,SA,0
196.JPG,NS,0
197.JPG,NS,1
198.JPG,NP,0
199.JPG,NP,0
200.JPG,SE,0
201.JPG,NP,0
202.JPG,SE,0
203.JPG,NS,1
204.JPG,NP,0
205.JPG,NP,0
206.JPG,NP,0
207.JPG,NP,0
208.JPG,SE,0
209.JPG,NP,0
210.JPG,SE,0
211.JPG,SA,0
212.JPG,SA,0
213.JPG,SE,0
214.JPG,NS,0
215.JPG,SE,0
216.JPG,NP,0
217.JPG,NP,0
218.JPG,SA,0
219.JPG,SE,0
220.JPG,SE,0
221.JPG,SA,0
222.JPG,NP,0
223.JPG,SE,1
224.JPG,NP,0
225.JPG,NS,1
226.JPG,NP,0
227.JPG,SA,0
228.JPG,NS,1
229.JPG,NP,0
230.JPG,NP,0
231.JPG,NP,0
232.JPG,SE,0
233.JPG,NP,0
234.JPG,SA,0
235.JPG,NP,0
236.JPG,SE,0
237.JPG,SE,0
238.JPG,SE,0
239.JPG,SE,0
240.JPG,NP,0
241.JPG,NP,0
242.JPG,NP,0
243.JPG,NP,0
244.JPG,NP,0
245.JPG,SE,0
246.JPG,SE,0
247.JPG,SA,0
248.JPG,NP,1
249.JPG,SA,0
250.JPG,SE,0
251.JPG,SA,1
252.JPG,SE,1
253.JPG,SE,0
254.JPG,SE,0
255.JPG,SE,0
256.JPG,SA,0
257.JPG,SE,1
258.JPG,SA,0
259.JPG,NP,0
260.JPG,NP,0
261.JPG,SA,0
262.JPG,SA,0
263.JPG,NP,0
264.JPG,NP,1
265.JPG,SE,0
266.JPG,SE,0
267.JPG,SE,0
268.JPG,NP,0
269.JPG,NP,0
270.JPG,SA,0
271.JPG,SA,0
272.JPG,SE,0
273.JPG,NP,0
274.JPG,NP,0
275.JPG,NP,0
276.JPG,NS,1
277.JPG,SE,0
278.JPG,NP,0
279.JPG,SA,0
280.JPG,NP,0
281.JPG,SE,0
282.JPG,SE,0
283.JPG,SA,0
284.JPG,SE,0
285.JPG,NP,0
286.JPG,SE,0
287.JPG,NP,0
288.JPG,SE,0
289.JPG,SA,0
290.JPG,NP,0
291.JPG,SE,0
292.JPG,SA,0
293.JPG,SE,0
294.JPG,NP,0
295.JPG,NS,0
296.JPG,SA,0
297.JPG,SE,0
298.JPG,NS,0
299.JPG,SA,0
300.JPG,SA,0
301.JPG,NP,0
302.JPG,SA,0
303.JPG,SA,0
304.JPG,NP,0
305.JPG,SE,0
306.JPG,NP,0
307.JPG,SA,0
308.JPG,SA,0
309.JPG,SA,0
310.JPG,NP,0
311.JPG,NP,0
312.JPG,NP,0
313.JPG,SA,0
314.JPG,NP,0
315.JPG,SA,0
316.JPG,SE,0
317.JPG,SA,0
318.JPG,SA,0
319.JPG,SE,0
320.JPG,SA,0
321.JPG,NP,0
322.JPG,NP,0
323.JPG,NP,0
324.JPG,NP,0
325.JPG,NP,0
326.JPG,SA,0
327.JPG,SA,1
328.JPG,SA,0
329.JPG,NP,0
330.JPG,NP,0
331.JPG,SE,0
332.JPG,NP,0
333.JPG,SA,1
334.JPG,NS,1
335.JPG,NS,0
336.JPG,SA,0
337.JPG,NP,0
338.JPG,NS,0
339.JPG,NP,0
340.JPG,NP,0
341.JPG,NP,0
342.JPG,NS,1
343.JPG,SE,0
344.JPG,SE,0
345.JPG,SE,0
346.JPG,NP,0
347.JPG,SA,0
348.JPG,NP,0
349.JPG,SA,0
350.JPG,SA,0
351.JPG,NP,0
352.JPG,SE,0
353.JPG,SE,0
354.JPG,NS,0
355.JPG,SA,0
356.JPG,SA,0
357.JPG,NP,0
358.JPG,NP,0
359.JPG,SA,0
360.JPG,SE,0
361.JPG,NP,0
362.JPG,SE,0
363.JPG,SE,0
364.JPG,NP,0
365.JPG,NS,0
366.JPG,NP,0
367.JPG,SE,0
368.JPG,SA,0
369.JPG,NP,0
370.JPG,SE,0
371.JPG,NP,0
372.JPG,NP,0
373.JPG,SE,0
374.JPG,NP,0
375.JPG,NS,0
376.JPG,NP,0
377.JPG,SA,0
378.JPG,NS,0
379.JPG,SE,0
380.JPG,NP,0
381.JPG,SE,0
382.JPG,SE,0
383.JPG,SE,0
384.JPG,SA,0
